workerid,trial_type,image,order,item,scramble,scope,audio,type,response
1,one_slider,images/056.JPG,aevery,filler5,scrambled,inverse,audio/f5-scrambled.m4a,filler,0.38
1,one_slider,images/5-bottle-aevery-inverse.JPG,aevery,5-bottle,scrambled,inverse,audio/5-bottle-aevery-scrambled.m4a,test,0.52
1,one_slider,images/075.JPG,everya,filler4,scrambled,inverse,audio/f4-scrambled.m4a,filler,0.32
1,one_slider,images/016.JPG,aevery,filler9,scrambled,inverse,audio/f9-scrambled.m4a,filler,0.55
1,one_slider,images/063.JPG,aevery,filler3,scrambled,inverse,audio/f3-scrambled.m4a,filler,0.35
1,one_slider,images/4-feeding-everya-inverse.JPG,everya,4-feeding,scrambled,inverse,audio/4-feeding-everya-scrambled.m4a,test,0.48
1,one_slider,images/053.JPG,aevery,filler1,scrambled,surface,audio/f1-scrambled.m4a,filler,0.3
1,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,scrambled,surface,audio/6-biting-everya-scrambled.m4a,test,0.73
1,one_slider,images/056.JPG,aevery,filler6,scrambled,surface,audio/f6-scrambled.m4a,filler,0.67
1,one_slider,images/054.JPG,aevery,filler12,scrambled,inverse,audio/f12-scrambled.m4a,filler,0.45
1,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,scrambled,inverse,audio/2-fishing-everya-scrambled.m4a,test,0.38
1,one_slider,images/005.JPG,everya,filler10,scrambled,surface,audio/f10-scrambled.m4a,filler,0.19
2,one_slider,images/056.JPG,aevery,filler6,default,inverse,audio/f6-default.m4a,filler,0.01
2,one_slider,images/1-leaning-aevery-inverse.JPG,everya,1-leaning,default,surface,audio/1-leaning-everya-default.m4a,test,0.69
2,one_slider,images/016.JPG,everya,filler9,default,inverse,audio/f9-default.m4a,filler,0.02
2,one_slider,images/009.JPG,aevery,filler7,default,surface,audio/f7-default.m4a,filler,0.01
2,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,default,inverse,audio/7-attacking-aevery-default.m4a,test,0.81
2,one_slider,images/053.JPG,aevery,filler1,default,surface,audio/f1-default.m4a,filler,0.98
2,one_slider,images/063.JPG,everya,filler2,default,surface,audio/f2-default.m4a,filler,0.97
2,one_slider,images/009.JPG,aevery,filler8,default,inverse,audio/f8-default.m4a,filler,0
2,one_slider,images/005.JPG,aevery,filler10,default,surface,audio/f10-default.m4a,filler,0.01
2,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,default,inverse,audio/5-bottle-everya-default.m4a,test,0.96
2,one_slider,images/005.JPG,everya,filler11,default,surface,audio/f11-default.m4a,filler,0.01
2,one_slider,images/063.JPG,everya,filler3,default,surface,audio/f3-default.m4a,filler,0.01
2,one_slider,images/4-feeding-everya-inverse.JPG,everya,4-feeding,default,inverse,audio/4-feeding-everya-default.m4a,test,0.48
2,one_slider,images/054.JPG,everya,filler13,default,inverse,audio/f13-default.m4a,filler,0.98
2,one_slider,images/8-petting-everya-inverse.JPG,everya,8-petting,default,inverse,audio/8-petting-everya-default.m4a,test,0.45
2,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,default,surface,audio/6-biting-everya-default.m4a,test,0.98
2,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,default,surface,audio/3-fish pole-aevery-default.m4a,test,0.96
2,one_slider,images/056.JPG,everya,filler5,default,surface,audio/f5-default.m4a,filler,0.03
2,one_slider,images/054.JPG,everya,filler12,default,surface,audio/f12-default.m4a,filler,0.01
2,one_slider,images/2-fishing-aevery-surface.JPG,aevery,2-fishing,default,surface,audio/2-fishing-aevery-default.m4a,test,0.98
2,one_slider,images/075.JPG,aevery,filler4,default,inverse,audio/f4-default.m4a,filler,0.02
3,one_slider,images/053.JPG,everya,filler1,scrambled,surface,audio/f1-scrambled.m4a,filler,0.59
3,one_slider,images/1-leaning-everya-inverse.JPG,everya,1-leaning,scrambled,inverse,audio/1-leaning-everya-scrambled.m4a,test,0.57
3,one_slider,images/2-fishing-aevery-surface.JPG,aevery,2-fishing,scrambled,surface,audio/2-fishing-aevery-scrambled.m4a,test,0.81
3,one_slider,images/8-petting-aevery-inverse.JPG,aevery,8-petting,scrambled,inverse,audio/8-petting-aevery-scrambled.m4a,test,0.8
3,one_slider,images/005.JPG,aevery,filler10,scrambled,inverse,audio/f10-scrambled.m4a,filler,0.64
3,one_slider,images/075.JPG,aevery,filler4,scrambled,inverse,audio/f4-scrambled.m4a,filler,0.61
3,one_slider,images/7-attacking-aevery-surface.JPG,aevery,7-attacking,scrambled,surface,audio/7-attacking-aevery-scrambled.m4a,test,0.69
3,one_slider,images/6-biting-aevery-inverse.JPG,aevery,6-biting,scrambled,inverse,audio/6-biting-aevery-scrambled.m4a,test,0.7
3,one_slider,images/009.JPG,everya,filler7,scrambled,inverse,audio/f7-scrambled.m4a,filler,0.6
3,one_slider,images/054.JPG,everya,filler12,scrambled,surface,audio/f12-scrambled.m4a,filler,0.64
3,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,scrambled,inverse,audio/5-bottle-everya-scrambled.m4a,test,0.53
3,one_slider,images/4-feeding-aevery-inverse.JPG,aevery,4-feeding,scrambled,inverse,audio/4-feeding-aevery-scrambled.m4a,test,0.65
3,one_slider,images/063.JPG,aevery,filler2,scrambled,inverse,audio/f2-scrambled.m4a,filler,0.7
3,one_slider,images/056.JPG,everya,filler5,scrambled,inverse,audio/f5-scrambled.m4a,filler,0.59
3,one_slider,images/054.JPG,everya,filler13,scrambled,inverse,audio/f13-scrambled.m4a,filler,0.86
3,one_slider,images/056.JPG,everya,filler6,scrambled,inverse,audio/f6-scrambled.m4a,filler,0.53
3,one_slider,images/063.JPG,aevery,filler3,scrambled,inverse,audio/f3-scrambled.m4a,filler,0.7
3,one_slider,images/016.JPG,everya,filler9,scrambled,inverse,audio/f9-scrambled.m4a,filler,0.72
3,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,scrambled,surface,audio/3-fish pole-aevery-scrambled.m4a,test,0.35
3,one_slider,images/009.JPG,everya,filler8,scrambled,surface,audio/f8-scrambled.m4a,filler,0.63
3,one_slider,images/005.JPG,everya,filler11,scrambled,surface,audio/f11-scrambled.m4a,filler,0.62
4,one_slider,images/1-leaning-aevery-inverse.JPG,everya,1-leaning,scrambled,surface,audio/1-leaning-everya-scrambled.m4a,test,0.66
4,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,scrambled,surface,audio/4-feeding-aevery-scrambled.m4a,test,0.65
4,one_slider,images/063.JPG,everya,filler3,scrambled,inverse,audio/f3-scrambled.m4a,filler,0.68
4,one_slider,images/056.JPG,aevery,filler6,scrambled,inverse,audio/f6-scrambled.m4a,filler,0.73
4,one_slider,images/005.JPG,everya,filler10,scrambled,inverse,audio/f10-scrambled.m4a,filler,0.73
4,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,scrambled,inverse,audio/5-bottle-everya-scrambled.m4a,test,0.75
4,one_slider,images/009.JPG,aevery,filler8,scrambled,inverse,audio/f8-scrambled.m4a,filler,0.73
4,one_slider,images/016.JPG,everya,filler9,scrambled,surface,audio/f9-scrambled.m4a,filler,0.79
4,one_slider,images/2-fishing-aevery-surface.JPG,aevery,2-fishing,scrambled,surface,audio/2-fishing-aevery-scrambled.m4a,test,0.81
4,one_slider,images/005.JPG,aevery,filler11,scrambled,surface,audio/f11-scrambled.m4a,filler,0.79
4,one_slider,images/075.JPG,everya,filler4,scrambled,inverse,audio/f4-scrambled.m4a,filler,0.79
4,one_slider,images/063.JPG,aevery,filler2,scrambled,surface,audio/f2-scrambled.m4a,filler,0.67
4,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,scrambled,inverse,audio/7-attacking-everya-scrambled.m4a,test,0.71
4,one_slider,images/6-biting-aevery-inverse.JPG,aevery,6-biting,scrambled,inverse,audio/6-biting-aevery-scrambled.m4a,test,0.77
4,one_slider,images/054.JPG,everya,filler12,scrambled,surface,audio/f12-scrambled.m4a,filler,0.56
4,one_slider,images/8-petting-aevery-inverse.JPG,aevery,8-petting,scrambled,inverse,audio/8-petting-aevery-scrambled.m4a,test,0.74
4,one_slider,images/056.JPG,aevery,filler5,scrambled,inverse,audio/f5-scrambled.m4a,filler,0.73
4,one_slider,images/053.JPG,aevery,filler1,scrambled,surface,audio/f1-scrambled.m4a,filler,0.8
4,one_slider,images/054.JPG,everya,filler13,scrambled,surface,audio/f13-scrambled.m4a,filler,0.76
4,one_slider,images/3-fishpole-aevery-inverse.JPG,aevery,3-fish pole,scrambled,inverse,audio/3-fish pole-aevery-scrambled.m4a,test,0.57
4,one_slider,images/009.JPG,everya,filler7,scrambled,surface,audio/f7-scrambled.m4a,filler,0.62
5,one_slider,images/8-petting-everya-inverse.JPG,everya,8-petting,default,inverse,audio/8-petting-everya-default.m4a,test,0.52
5,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,default,surface,audio/6-biting-everya-default.m4a,test,0.54
5,one_slider,images/016.JPG,aevery,filler9,default,surface,audio/f9-default.m4a,filler,0.44
5,one_slider,images/075.JPG,aevery,filler4,default,inverse,audio/f4-default.m4a,filler,0.88
5,one_slider,images/063.JPG,aevery,filler3,default,surface,audio/f3-default.m4a,filler,0.44
5,one_slider,images/5-bottle-aevery-inverse.JPG,everya,5-bottle,default,surface,audio/5-bottle-everya-default.m4a,test,0.51
5,one_slider,images/054.JPG,aevery,filler13,default,inverse,audio/f13-default.m4a,filler,0.67
5,one_slider,images/053.JPG,aevery,filler1,default,inverse,audio/f1-default.m4a,filler,0.54
5,one_slider,images/056.JPG,everya,filler6,default,inverse,audio/f6-default.m4a,filler,0.63
5,one_slider,images/054.JPG,everya,filler12,default,surface,audio/f12-default.m4a,filler,0.51
5,one_slider,images/063.JPG,everya,filler2,default,inverse,audio/f2-default.m4a,filler,0.44
5,one_slider,images/005.JPG,everya,filler10,default,surface,audio/f10-default.m4a,filler,0.52
5,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,default,surface,audio/4-feeding-aevery-default.m4a,test,0.54
5,one_slider,images/3-fishpole-aevery-inverse.JPG,everya,3-fish pole,default,surface,audio/3-fish pole-everya-default.m4a,test,0.54
5,one_slider,images/056.JPG,everya,filler5,default,surface,audio/f5-default.m4a,filler,0.51
5,one_slider,images/1-leaning-aevery-inverse.JPG,aevery,1-leaning,default,inverse,audio/1-leaning-aevery-default.m4a,test,0.55
5,one_slider,images/005.JPG,everya,filler11,default,surface,audio/f11-default.m4a,filler,0.71
5,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,default,inverse,audio/2-fishing-everya-default.m4a,test,0.51
5,one_slider,images/009.JPG,aevery,filler8,default,surface,audio/f8-default.m4a,filler,0.5
5,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,default,inverse,audio/7-attacking-everya-default.m4a,test,0.57
5,one_slider,images/009.JPG,everya,filler7,default,inverse,audio/f7-default.m4a,filler,0.56
6,one_slider,images/7-attacking-aevery-surface.JPG,aevery,7-attacking,default,surface,audio/7-attacking-aevery-default.m4a,test,0.76
6,one_slider,images/005.JPG,everya,filler10,default,surface,audio/f10-default.m4a,filler,0
6,one_slider,images/8-petting-aevery-inverse.JPG,everya,8-petting,default,surface,audio/8-petting-everya-default.m4a,test,1
6,one_slider,images/4-feeding-aevery-inverse.JPG,aevery,4-feeding,default,inverse,audio/4-feeding-aevery-default.m4a,test,0
6,one_slider,images/005.JPG,everya,filler11,default,inverse,audio/f11-default.m4a,filler,0
6,one_slider,images/075.JPG,everya,filler4,default,inverse,audio/f4-default.m4a,filler,0
6,one_slider,images/009.JPG,everya,filler7,default,inverse,audio/f7-default.m4a,filler,0
6,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,default,inverse,audio/5-bottle-everya-default.m4a,test,0.48
6,one_slider,images/053.JPG,aevery,filler1,default,inverse,audio/f1-default.m4a,filler,1
6,one_slider,images/054.JPG,everya,filler12,default,surface,audio/f12-default.m4a,filler,0
6,one_slider,images/6-biting-everya-inverse.JPG,everya,6-biting,default,inverse,audio/6-biting-everya-default.m4a,test,1
6,one_slider,images/063.JPG,aevery,filler3,default,surface,audio/f3-default.m4a,filler,0
6,one_slider,images/054.JPG,aevery,filler13,default,surface,audio/f13-default.m4a,filler,1
6,one_slider,images/1-leaning-aevery-surface.JPG,aevery,1-leaning,default,surface,audio/1-leaning-aevery-default.m4a,test,1
6,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,default,surface,audio/3-fish pole-aevery-default.m4a,test,1
6,one_slider,images/063.JPG,everya,filler2,default,inverse,audio/f2-default.m4a,filler,1
6,one_slider,images/056.JPG,everya,filler6,default,surface,audio/f6-default.m4a,filler,0
6,one_slider,images/009.JPG,aevery,filler8,default,inverse,audio/f8-default.m4a,filler,0
6,one_slider,images/016.JPG,aevery,filler9,default,inverse,audio/f9-default.m4a,filler,0
6,one_slider,images/056.JPG,aevery,filler5,default,inverse,audio/f5-default.m4a,filler,0
6,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,default,inverse,audio/2-fishing-everya-default.m4a,test,0.83
7,one_slider,images/005.JPG,everya,filler11,scrambled,inverse,audio/f11-scrambled.m4a,filler,0
7,one_slider,images/056.JPG,everya,filler5,scrambled,surface,audio/f5-scrambled.m4a,filler,0.01
7,one_slider,images/2-fishing-aevery-inverse.JPG,aevery,2-fishing,scrambled,inverse,audio/2-fishing-aevery-scrambled.m4a,test,0.02
7,one_slider,images/054.JPG,aevery,filler13,scrambled,inverse,audio/f13-scrambled.m4a,filler,0.32
7,one_slider,images/054.JPG,everya,filler12,scrambled,surface,audio/f12-scrambled.m4a,filler,0.02
7,one_slider,images/075.JPG,aevery,filler4,scrambled,inverse,audio/f4-scrambled.m4a,filler,0
7,one_slider,images/063.JPG,everya,filler2,scrambled,surface,audio/f2-scrambled.m4a,filler,0.99
7,one_slider,images/056.JPG,aevery,filler6,scrambled,inverse,audio/f6-scrambled.m4a,filler,0.01
7,one_slider,images/005.JPG,everya,filler10,scrambled,inverse,audio/f10-scrambled.m4a,filler,0
7,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,scrambled,inverse,audio/7-attacking-aevery-scrambled.m4a,test,0.01
7,one_slider,images/053.JPG,everya,filler1,scrambled,inverse,audio/f1-scrambled.m4a,filler,0.99
7,one_slider,images/5-bottle-aevery-inverse.JPG,aevery,5-bottle,scrambled,inverse,audio/5-bottle-aevery-scrambled.m4a,test,0.02
7,one_slider,images/009.JPG,aevery,filler7,scrambled,inverse,audio/f7-scrambled.m4a,filler,0.03
7,one_slider,images/3-fishpole-everya-inverse.JPG,everya,3-fish pole,scrambled,inverse,audio/3-fish pole-everya-scrambled.m4a,test,0.98
7,one_slider,images/8-petting-aevery-inverse.JPG,aevery,8-petting,scrambled,inverse,audio/8-petting-aevery-scrambled.m4a,test,0.01
7,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,scrambled,surface,audio/6-biting-everya-scrambled.m4a,test,0
7,one_slider,images/063.JPG,everya,filler3,scrambled,surface,audio/f3-scrambled.m4a,filler,0.01
7,one_slider,images/016.JPG,everya,filler9,scrambled,surface,audio/f9-scrambled.m4a,filler,0
7,one_slider,images/4-feeding-everya-inverse.JPG,everya,4-feeding,scrambled,inverse,audio/4-feeding-everya-scrambled.m4a,test,1
7,one_slider,images/009.JPG,everya,filler8,scrambled,inverse,audio/f8-scrambled.m4a,filler,0
7,one_slider,images/1-leaning-aevery-inverse.JPG,everya,1-leaning,scrambled,surface,audio/1-leaning-everya-scrambled.m4a,test,0
8,one_slider,images/005.JPG,everya,filler10,default,surface,audio/f10-default.m4a,filler,0.87
8,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,default,inverse,audio/7-attacking-everya-default.m4a,test,0.88
8,one_slider,images/056.JPG,aevery,filler6,default,inverse,audio/f6-default.m4a,filler,0.86
8,one_slider,images/009.JPG,everya,filler7,default,inverse,audio/f7-default.m4a,filler,0.86
8,one_slider,images/063.JPG,aevery,filler3,default,inverse,audio/f3-default.m4a,filler,0.9
8,one_slider,images/2-fishing-aevery-inverse.JPG,everya,2-fishing,default,surface,audio/2-fishing-everya-default.m4a,test,0.91
8,one_slider,images/054.JPG,everya,filler13,default,inverse,audio/f13-default.m4a,filler,0.79
8,one_slider,images/005.JPG,aevery,filler11,default,surface,audio/f11-default.m4a,filler,0.83
8,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,default,surface,audio/3-fish pole-aevery-default.m4a,test,0.8
8,one_slider,images/053.JPG,everya,filler1,default,surface,audio/f1-default.m4a,filler,0.8
8,one_slider,images/1-leaning-aevery-inverse.JPG,everya,1-leaning,default,surface,audio/1-leaning-everya-default.m4a,test,0.83
8,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,default,surface,audio/6-biting-everya-default.m4a,test,0.91
8,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,default,surface,audio/4-feeding-aevery-default.m4a,test,0.83
8,one_slider,images/5-bottle-aevery-inverse.JPG,aevery,5-bottle,default,inverse,audio/5-bottle-aevery-default.m4a,test,0.9
8,one_slider,images/009.JPG,aevery,filler8,default,inverse,audio/f8-default.m4a,filler,0.86
8,one_slider,images/016.JPG,everya,filler9,default,surface,audio/f9-default.m4a,filler,0.89
8,one_slider,images/063.JPG,everya,filler2,default,inverse,audio/f2-default.m4a,filler,0.78
8,one_slider,images/8-petting-aevery-inverse.JPG,everya,8-petting,default,surface,audio/8-petting-everya-default.m4a,test,0.8
8,one_slider,images/075.JPG,aevery,filler4,default,surface,audio/f4-default.m4a,filler,0.84
8,one_slider,images/056.JPG,everya,filler5,default,surface,audio/f5-default.m4a,filler,0.78
8,one_slider,images/054.JPG,aevery,filler12,default,inverse,audio/f12-default.m4a,filler,0.77
