workerid,trial_type,image,order,item,scramble,scope,audio,type,response
1,one_slider,images/6-biting-aevery-inverse.JPG,aevery,6-biting,default,inverse,audio/6-biting-aevery-default.m4a,test,0.72
1,one_slider,images/063.JPG,everya,filler3,default,inverse,audio/f3-default.m4a,filler,0.75
1,one_slider,images/009.JPG,aevery,filler7,default,inverse,audio/f7-default.m4a,filler,0.75
1,one_slider,images/4-feeding-aevery-inverse.JPG,everya,4-feeding,default,surface,audio/4-feeding-everya-default.m4a,test,0.75
1,one_slider,images/053.JPG,everya,filler1,default,inverse,audio/f1-default.m4a,filler,0.77
1,one_slider,images/009.JPG,everya,filler8,default,inverse,audio/f8-default.m4a,filler,0.71
1,one_slider,images/2-fishing-aevery-inverse.JPG,aevery,2-fishing,default,inverse,audio/2-fishing-aevery-default.m4a,test,0.73
1,one_slider,images/075.JPG,everya,filler4,default,surface,audio/f4-default.m4a,filler,0.74
1,one_slider,images/8-petting-aevery-surface.JPG,aevery,8-petting,default,surface,audio/8-petting-aevery-default.m4a,test,0.73
1,one_slider,images/063.JPG,aevery,filler2,default,surface,audio/f2-default.m4a,filler,0.79
1,one_slider,images/016.JPG,aevery,filler9,default,inverse,audio/f9-default.m4a,filler,0.75
1,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,default,surface,audio/3-fish pole-aevery-default.m4a,test,0.72
1,one_slider,images/054.JPG,everya,filler12,default,surface,audio/f12-default.m4a,filler,0.8
1,one_slider,images/5-bottle-aevery-surface.JPG,aevery,5-bottle,default,surface,audio/5-bottle-aevery-default.m4a,test,0.74
2,one_slider,images/4-feeding-everya-inverse.JPG,everya,4-feeding,default,inverse,audio/4-feeding-everya-default.m4a,test,0.85
2,one_slider,images/016.JPG,aevery,filler9,default,inverse,audio/f9-default.m4a,filler,0.82
2,one_slider,images/009.JPG,aevery,filler8,default,inverse,audio/f8-default.m4a,filler,0.85
2,one_slider,images/005.JPG,everya,filler11,default,surface,audio/f11-default.m4a,filler,0.8
2,one_slider,images/075.JPG,everya,filler4,default,surface,audio/f4-default.m4a,filler,0.81
2,one_slider,images/053.JPG,aevery,filler1,default,surface,audio/f1-default.m4a,filler,0.8
2,one_slider,images/063.JPG,everya,filler3,default,inverse,audio/f3-default.m4a,filler,0.75
2,one_slider,images/005.JPG,aevery,filler10,default,surface,audio/f10-default.m4a,filler,0.84
2,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,default,inverse,audio/7-attacking-everya-default.m4a,test,0.82
2,one_slider,images/009.JPG,everya,filler7,default,surface,audio/f7-default.m4a,filler,0.88
2,one_slider,images/2-fishing-aevery-surface.JPG,aevery,2-fishing,default,surface,audio/2-fishing-aevery-default.m4a,test,0.6
2,one_slider,images/054.JPG,aevery,filler13,default,inverse,audio/f13-default.m4a,filler,0.7
2,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,default,inverse,audio/5-bottle-everya-default.m4a,test,0.86
2,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,default,surface,audio/3-fish pole-aevery-default.m4a,test,0.74
2,one_slider,images/8-petting-everya-inverse.JPG,everya,8-petting,default,inverse,audio/8-petting-everya-default.m4a,test,0.8
2,one_slider,images/1-leaning-aevery-inverse.JPG,everya,1-leaning,default,surface,audio/1-leaning-everya-default.m4a,test,0.77
2,one_slider,images/063.JPG,aevery,filler2,default,inverse,audio/f2-default.m4a,filler,0.73
2,one_slider,images/056.JPG,everya,filler6,default,inverse,audio/f6-default.m4a,filler,0.85
2,one_slider,images/054.JPG,aevery,filler12,default,inverse,audio/f12-default.m4a,filler,0.75
2,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,default,surface,audio/6-biting-everya-default.m4a,test,0.74
2,one_slider,images/056.JPG,everya,filler5,default,inverse,audio/f5-default.m4a,filler,0.83
3,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,scrambled,inverse,audio/5-bottle-everya-scrambled.m4a,test,0.75
3,one_slider,images/009.JPG,aevery,filler7,scrambled,inverse,audio/f7-scrambled.m4a,filler,0.72
3,one_slider,images/056.JPG,everya,filler5,scrambled,surface,audio/f5-scrambled.m4a,filler,0.79
3,one_slider,images/054.JPG,aevery,filler12,scrambled,inverse,audio/f12-scrambled.m4a,filler,0.84
3,one_slider,images/3-fishpole-everya-inverse.JPG,everya,3-fish pole,scrambled,inverse,audio/3-fish pole-everya-scrambled.m4a,test,0.74
3,one_slider,images/1-leaning-aevery-surface.JPG,aevery,1-leaning,scrambled,surface,audio/1-leaning-aevery-scrambled.m4a,test,0.84
3,one_slider,images/056.JPG,everya,filler6,scrambled,inverse,audio/f6-scrambled.m4a,filler,0.82
3,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,scrambled,surface,audio/4-feeding-aevery-scrambled.m4a,test,0.77
3,one_slider,images/009.JPG,everya,filler8,scrambled,inverse,audio/f8-scrambled.m4a,filler,0.84
3,one_slider,images/005.JPG,everya,filler11,scrambled,surface,audio/f11-scrambled.m4a,filler,0.88
3,one_slider,images/016.JPG,aevery,filler9,scrambled,surface,audio/f9-scrambled.m4a,filler,0.88
3,one_slider,images/053.JPG,everya,filler1,scrambled,surface,audio/f1-scrambled.m4a,filler,0.94
3,one_slider,images/063.JPG,aevery,filler3,scrambled,surface,audio/f3-scrambled.m4a,filler,0.83
3,one_slider,images/005.JPG,everya,filler10,scrambled,surface,audio/f10-scrambled.m4a,filler,0.75
3,one_slider,images/063.JPG,aevery,filler2,scrambled,inverse,audio/f2-scrambled.m4a,filler,0.87
3,one_slider,images/075.JPG,aevery,filler4,scrambled,surface,audio/f4-scrambled.m4a,filler,0.78
3,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,scrambled,surface,audio/6-biting-everya-scrambled.m4a,test,0.83
3,one_slider,images/2-fishing-aevery-inverse.JPG,aevery,2-fishing,scrambled,inverse,audio/2-fishing-aevery-scrambled.m4a,test,0.82
3,one_slider,images/054.JPG,aevery,filler13,scrambled,surface,audio/f13-scrambled.m4a,filler,0.83
3,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,scrambled,inverse,audio/7-attacking-everya-scrambled.m4a,test,0.84
3,one_slider,images/8-petting-aevery-inverse.JPG,aevery,8-petting,scrambled,inverse,audio/8-petting-aevery-scrambled.m4a,test,0.8
4,one_slider,images/054.JPG,everya,filler13,default,inverse,audio/f13-default.m4a,filler,0.76
4,one_slider,images/054.JPG,everya,filler12,default,inverse,audio/f12-default.m4a,filler,0.83
4,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,default,surface,audio/3-fish pole-aevery-default.m4a,test,0.77
4,one_slider,images/6-biting-aevery-surface.JPG,aevery,6-biting,default,surface,audio/6-biting-aevery-default.m4a,test,0.85
4,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,default,inverse,audio/5-bottle-everya-default.m4a,test,0.78
4,one_slider,images/005.JPG,everya,filler10,default,inverse,audio/f10-default.m4a,filler,0.71
4,one_slider,images/016.JPG,everya,filler9,default,surface,audio/f9-default.m4a,filler,0.71
4,one_slider,images/009.JPG,aevery,filler7,default,inverse,audio/f7-default.m4a,filler,0.74
4,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,default,inverse,audio/7-attacking-everya-default.m4a,test,0.74
4,one_slider,images/1-leaning-aevery-inverse.JPG,aevery,1-leaning,default,inverse,audio/1-leaning-aevery-default.m4a,test,0.74
4,one_slider,images/2-fishing-aevery-inverse.JPG,aevery,2-fishing,default,inverse,audio/2-fishing-aevery-default.m4a,test,0.7
4,one_slider,images/063.JPG,everya,filler3,default,inverse,audio/f3-default.m4a,filler,0.78
4,one_slider,images/075.JPG,everya,filler4,default,surface,audio/f4-default.m4a,filler,0.71
4,one_slider,images/8-petting-aevery-inverse.JPG,everya,8-petting,default,surface,audio/8-petting-everya-default.m4a,test,0.79
4,one_slider,images/053.JPG,everya,filler1,default,surface,audio/f1-default.m4a,filler,0.84
4,one_slider,images/063.JPG,everya,filler2,default,surface,audio/f2-default.m4a,filler,0.78
4,one_slider,images/4-feeding-aevery-inverse.JPG,everya,4-feeding,default,surface,audio/4-feeding-everya-default.m4a,test,0.75
4,one_slider,images/005.JPG,everya,filler11,default,inverse,audio/f11-default.m4a,filler,0.74
4,one_slider,images/056.JPG,aevery,filler6,default,inverse,audio/f6-default.m4a,filler,0.71
4,one_slider,images/056.JPG,aevery,filler5,default,surface,audio/f5-default.m4a,filler,0.76
4,one_slider,images/009.JPG,everya,filler8,default,inverse,audio/f8-default.m4a,filler,0.79
5,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,default,inverse,audio/2-fishing-everya-default.m4a,test,0.95
5,one_slider,images/005.JPG,everya,filler11,default,inverse,audio/f11-default.m4a,filler,0
5,one_slider,images/3-fishpole-everya-inverse.JPG,everya,3-fish pole,default,inverse,audio/3-fish pole-everya-default.m4a,test,0.04
5,one_slider,images/063.JPG,aevery,filler3,default,inverse,audio/f3-default.m4a,filler,0.04
5,one_slider,images/005.JPG,everya,filler10,default,surface,audio/f10-default.m4a,filler,0.01
5,one_slider,images/009.JPG,everya,filler7,default,surface,audio/f7-default.m4a,filler,0.03
5,one_slider,images/053.JPG,aevery,filler1,default,surface,audio/f1-default.m4a,filler,0.99
5,one_slider,images/6-biting-everya-inverse.JPG,everya,6-biting,default,inverse,audio/6-biting-everya-default.m4a,test,0.98
5,one_slider,images/7-attacking-aevery-inverse.JPG,everya,7-attacking,default,surface,audio/7-attacking-everya-default.m4a,test,0.06
5,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,default,surface,audio/4-feeding-aevery-default.m4a,test,0.83
5,one_slider,images/009.JPG,aevery,filler8,default,surface,audio/f8-default.m4a,filler,0
5,one_slider,images/1-leaning-aevery-inverse.JPG,aevery,1-leaning,default,inverse,audio/1-leaning-aevery-default.m4a,test,0.11
5,one_slider,images/056.JPG,everya,filler6,default,inverse,audio/f6-default.m4a,filler,0
5,one_slider,images/054.JPG,everya,filler12,default,surface,audio/f12-default.m4a,filler,0.05
5,one_slider,images/016.JPG,aevery,filler9,default,surface,audio/f9-default.m4a,filler,0.01
5,one_slider,images/054.JPG,everya,filler13,default,inverse,audio/f13-default.m4a,filler,0.43
5,one_slider,images/056.JPG,everya,filler5,default,inverse,audio/f5-default.m4a,filler,0.02
5,one_slider,images/8-petting-aevery-surface.JPG,aevery,8-petting,default,surface,audio/8-petting-aevery-default.m4a,test,0.79
5,one_slider,images/075.JPG,aevery,filler4,default,surface,audio/f4-default.m4a,filler,0
5,one_slider,images/063.JPG,everya,filler2,default,surface,audio/f2-default.m4a,filler,0.99
5,one_slider,images/5-bottle-aevery-inverse.JPG,aevery,5-bottle,default,inverse,audio/5-bottle-aevery-default.m4a,test,0.05
